ocupacion,alcaldia,c_p,colonia,giro,num_empleados
comerciante,iztapalapa,9208,chinampac de jurez,local de reliquias religiosas,3
comerciante,alvaro obregon,1700,tetelpan,comerciante,1
comerciante,iztacalco,8020,ampliacion gabriel ramos milln,tienda de abarrotes,2
encargado,tlalpan,14030,isidro fabela,internet,1
ayudante en general,iztacalco,8310,la cruz,comerciante,1
comerciante,azcapotzalco,2100,el rosario,cafeteria,2
tlapalero comerciante,alvaro obregon,1860,lomas de la era,herramienta plomeria tornilleria material electrico  pinturas,3
chofer aplicacion,azcapotzalco,2460,la preciosa,chofer de aolicacion,1
negocio propio,cuauhtemoc,6350,buenavista,comerciante,1
tamalera,tlalpan,14390,villa coapa,comerciante,1
comerciante,miguel hidalgo,11340,santo tomas,comerciante,1
comercio,tlalpan,14250,miguel hidalgo,venta de postres,2
comerciante,benito juarez,3650,letrn valle,papeleria,2
negocio  propio,cuauhtemoc,6430,santa maria insurgentes,comerciante,1
venta de comida,tlalpan,14000,tlalpan,comerciante,1
comerciante,iztapalapa,9640,xalpa,comerciante,1
vendedor amulante,cuauhtemoc,6140,condesa,vender verdura y frutas,1
comerciante,coyoacan,4369,pedregal de santo domingo,comerciante,1
comerciante,gustavo a. madero,7410,villa hermosa,venta de joyeria de fantasia,3
restaurante,cuajimalpa de morelos,5200,san jos de los cedros,comerciante,1
ingeniero,venustiano carranza,15530,moctezuma 2a seccion,realizacion de estimaciones,0
taxista,benito juarez,3510,moderna,alquiler de automoviles con chofer,0
comerciante,xochimilco,16300,san lucas xochimanca,antojitos mexicanos,1
comerciante,gustavo a. madero,7530,campestre aragon,reparacion de electrodomesticos,2
comerciante,tlalpan,14250,miguel hidalgo,comerciante,1
comerciante,azcapotzalco,2020,santo toms,comerciante,1
comerciante,cuajimalpa de morelos,5219,granjas navidad,ropa,2
comerciante,iztapalapa,9310,leyes de reforma 3a seccion,comerciante,1
vendedora ambulante,iztapalapa,9640,xalpa,comerciante,1
comerciante,xochimilco,16500,santa cruz acalpixca,dulceria,1
comerciante,xochimilco,16600,san gregorio atlapulco,comerciante,1
panaderia,gustavo a. madero,7550,providencia,comerciante,1
emprendedor,coyoacan,4260,san francisco culhuacn barrio de san juan,comerciante,1
optometrista,alvaro obregon,1620,lomas de tarango,optica,1
comerciante,iztacalco,8770,los picos de iztacalco seccion 1a,puesto de frutas y verduras,3
comerciante,iztapalapa,9880,granjas estrella,bisuteria y lamparas,2
vendedora ambulante,alvaro obregon,1290,presidentes,venta de dulces y refrescos,1
comerciante,iztacalco,8700,juventino rosas,comerciante,1
comerciante,venustiano carranza,15640,arenal puerto areo,textil,2
comerciante,venustiano carranza,15300,20 de noviembre,anaqueles,2
comerciante ambulante,benito juarez,3100,insurgentes san borja,comerciante,1
autoempleo,xochimilco,16300,san lucas xochimanca,transporte,1
comerciante,tlalpan,14734,zacaton,comerciante,1
comerciante,xochimilco,16320,san lucas oriente,reciclaje de plastico,5
comerciante,iztapalapa,9800,valle de luces,papeleria,1
comerciante,coyoacan,4380,la candelaria,globeria,4
asesor juridico,miguel hidalgo,11280,torre blanca,comercializadora,4
comerciante,iztapalapa,9060,sector popular,comerciante,1
estética automotriz,xochimilco,16030,ampliacion la noria,comerciante,1
comerciante,venustiano carranza,15670,adolfo lopez mateos,puesto de tianguis,1
comerciante,gustavo a. madero,7180,ampliacion cocoyotes,fotocopiado,1
comerciante,iztapalapa,9760,consejo agrarista mexicano,comerciante,1
panadero,tlalpan,14400,san andrs totoltepec,panaderia,3
servicios de apoyo al transporte,cuauhtemoc,6400,santa maria la ribera,servicios de apoyo al transporte,2
comerciante,tlahuac,13360,santiago sur,comerciante,1
comerciante,azcapotzalco,2930,liberacion,boutique de ropa,1
venta por catalogo,iztapalapa,9700,santa cruz meyehualco,comerciante,1
empleado,gustavo a. madero,7110,lomas de cuautepec,comerciante,1
artesano carpintero,xochimilco,16810,rosario tlali,artesanias religiosas,3
comerciante,benito juarez,3600,vrtiz narvarte,comida,2
comerciante,alvaro obregon,1160,1a victoria,comerciante,1
micro empresario,iztapalapa,9700,santa cruz meyehualco,venta de alimentos,2
peluquero,iztapalapa,9890,lomas estrella,peluqueria,0
lavado y mecanica,iztapalapa,9290,santa cruz meyehualco,autolavado y mecanica,3
chofer,cuauhtemoc,6700,roma norte,venta de agua purificada,2
recauderia,gustavo a. madero,7340,san jos ticomn,comerciante,1
comerciante,iztapalapa,9850,santa maria del monte,comerciante,1
vendedor de carnitas,azcapotzalco,2090,san lvaro,comerciante,1
comerciante,gustavo a. madero,7839,gertrudis snchez 2a seccion,venta de playeras y souvenirs,18
comerciante,tlahuac,13310,zapotitla,tienda de ropa,4
comerciante,venustiano carranza,15300,20 de noviembre,estetica,2
comerciante,tlahuac,13270,del mar,comerciante,1
comerciante,iztapalapa,9140,santa martha acatitla norte,alimentos mexicanos,1
papelero,iztapalapa,9290,santa cruz meyehualco,comerciante,1
mecanico automotriz,tlalpan,14479,viveros coatectln,taller mecanico,2
dise�ador grafico y servicios de impresion,magdalena contreras,10600,el rosal,publicidad impresa,2
técnico u�as,venustiano carranza,15610,cuchilla pantitln,estilismo u�as,1
comerciante,xochimilco,16090,xaltocan,comerciante,1
comerciante,tlahuac,13420,selene,comerciante,1
negociante,iztacalco,8700,juventino rosas,comida,3
comerciante,venustiano carranza,15270,morelos,"venta de telefonos celulares, accesorios, reparacion",3
empresaria de herbalife,cuauhtemoc,6020,centro (rea 3),abarrotes veronica,1
estilista,iztapalapa,9609,santiago acahualtepec 2a. ampliacion,comerciante,1
herrero,venustiano carranza,15510,pensador mexicano,construccion,1
comerciante,alvaro obregon,1530,corpus christy,tienda de abarrotes,4
comerciante,gustavo a. madero,7089,ampliacion gabriel hernndez,venta de ropa,1
maquilero,iztapalapa,9780,lomas de san lorenzo,comerciante,1
comerciante,gustavo a. madero,7430,del obrero,comida,2
panaderia,iztacalco,8100,agricola pantitln,panaderia,4
taxista,azcapotzalco,2719,ampliacion san pedro xalpa,transporte de pasajeros,2
comerciante,coyoacan,4410,petrolera taxque�a,tienda de ropa,0
impresion publicitaria y digital,coyoacan,4320,pedregal de san francisco,imprenta publicitaria y digital,0
remodelaciones,gustavo a. madero,7300,lindavista sur,remodelaciones,5
comerciante,azcapotzalco,2600,pro-hogar,elaboracion de comida y bebidas,5
empresario individual,venustiano carranza,15670,adolfo lopez mateos,taqueria,4
comerciante,alvaro obregon,1296,jalalpa tepito,internet,1
comerciante,cuauhtemoc,6300,guerrero,"vta de chicharron, quesadillas y comida para llevar",1
fabricante de uniformes,magdalena contreras,10020,cuauhtmoc,comerciante,1
estilista,alvaro obregon,1130,real del monte,estetica,1
comerciante,coyoacan,4369,pedregal de santo domingo,tienda de regalos,1
tendera,gustavo a. madero,7070,martin carrera,tienda de abarrotes,3
locataria,alvaro obregon,1430,colina del sur,"jugos, fruta y cokteles",1
abogados,cuauhtemoc,6870,paulino navarro,abogados,11
comerciante,iztapalapa,9570,santa maria aztahuacn,venta de frituras y cocteles de fruta,2
comerciante,tlahuac,13300,santiago norte,comerciante,1
comerciante,iztapalapa,9000,santa brbara,abarrotes,2
comerciante,iztapalapa,9090,hroes de churubusco,comerciante,1
chef de restaurante,tlalpan,14408,nuevo renacimiento de axalco,comerciante,1
negocio propio papeleria,gustavo a. madero,7820,tres estrellas,comerciante,1
hojalateria y pintura,iztapalapa,9780,lomas de san lorenzo,taller de hojalateria y pintura,0
comerciante,gustavo a. madero,7880,mrtires de rio blanco,imprenta,3
estilista,iztapalapa,9850,santa maria del monte,estetica,2
trabajador independiente,iztapalapa,9850,santa maria del monte,tienda de abarrotes,1
comerciante,gustavo a. madero,7360,san pedro zacatenco,comida rapida,2
cpmerciante,iztapalapa,9720,la era,fonda,5
comerciante,coyoacan,4918,cafetales,comerciante,1
comerciante,gustavo a. madero,7420,nueva atzacoalco,tienda de cosmeticos,2
comerciante,gustavo a. madero,7469,constitucion de la republica,comerciante,1
comerciante,gustavo a. madero,7580,ampliacion casas alemn,comerciante,1
comerciante,xochimilco,16420,san jeronimo,ropa,2
comerciante,iztapalapa,9230,jos maria morelos y pavon,articulos de temporada,0
comerciante,magdalena contreras,10010,san bartolo ameyalco,puesto de tacos,3
comerciante,tlahuac,13300,santiago norte,venta de papas fritas,1
impresor,iztapalapa,9208,chinampac de jurez,imprenta,1
estilista,tlahuac,13210,los olivos,estetica,2
comerciante,tlahuac,13310,zapotitla,frutas y legumbres,2
comerciante de tienda de abarrotes,iztapalapa,9890,lomas estrella,tienda de abarrotes,2
comerciante,tlahuac,13360,santiago sur,comida,4
escenografia para cine,cuauhtemoc,6720,doctores,"escenografia de cine, carpinteria y mas",1
comerciante,iztapalapa,9520,san sebastin tecoloxtitla,compostura de joyeria y venta de plateria,2
comerciante,benito juarez,3400,lamos,comerciante,1
instructora de baile,coyoacan,4909,culhuacn ctm seccion ix-b,comerciante,1
carpinteria y stand publicitario,magdalena contreras,10369,tierra unida,comerciante,1
empleada,iztapalapa,9720,la era,postres,0
comerciante,xochimilco,16600,san gregorio atlapulco,comerciante,1
venta de regalos,gustavo a. madero,7890,nueva tenochtitln,tienda de regalos,1
comerciante,milpa alta,12600,san jeronimo miacatln,venta de ropa,1
comerciante,gustavo a. madero,7469,constitucion de la republica,comerciante,1
carnicero,gustavo a. madero,7969,san juan de aragon ii seccion,carniceria y tocineria,2
comerciante,magdalena contreras,10926,tierra colorada,dulceria,2
chef,iztapalapa,9800,valle de luces,restaurante de botanas y postres,4
taller de vestiduras,miguel hidalgo,11320,anhuac ii seccion,comerciante,1
taxista,cuauhtemoc,6920,san simon tolnhuac,comerciante,1
comerciante ambulante,benito juarez,3510,moderna,tamales,1
empleado,iztacalco,8650,san miguel,reparacion de ropa,1
comerciante,cuauhtemoc,6850,asturias,comerciante,1
telefonia celular,azcapotzalco,2250,santa catarina,telefonia celular,0
comerciante,tlahuac,13420,selene,venta de periodico,1
comerciante,iztacalco,8500,agricola oriental,tupperware y productos por catalogo,2
comerciante,milpa alta,12940,san jos,comerciante,1
comercio,cuauhtemoc,6200,morelos,venta de comida,2
comerciante,benito juarez,3400,lamos,paletas y chicharrones,1
estilista,gustavo a. madero,7530,campestre aragon,comerciante,1
comerciante,iztapalapa,9890,lomas estrella,venta de pijamas y regalos,0
comerciante,iztacalco,8100,agricola pantitln,ropa deportiva,2
comerciante,iztapalapa,9680,tenorios,comida,3
chofer de taxi,gustavo a. madero,7520,25 de julio,comerciante,1
comerciante feria intinerante,tlahuac,13270,del mar,puesto de hotcakes,1
comerciante,iztapalapa,9720,la era,cockteles de frutas,2
trabajador independiente,iztapalapa,9850,santa maria del monte,comerciante,1
trabajador independiente,venustiano carranza,15000,general ignacio zaragoza,tienda de abarrotes,2
atencion al cliente,iztapalapa,9180,ermita zaragoza,vidrio y aluminio,4
independiente,iztacalco,8500,agricola oriental,transporte,3
comerciante,gustavo a. madero,7839,gertrudis snchez 2a seccion,educacion,5
comerciante,iztacalco,8210,nueva santa anita,arracheras (tacos),2
trabajador independiente,coyoacan,4369,pedregal de santo domingo,taller electromecanico,3
comerciante,tlalpan,14100,pedregal de san nicols 5a seccion,comerciante,1
costurera,iztacalco,8500,agricola oriental,sastreria,2
trabajo por mi cuenta,coyoacan,4660,joyas del pedregal,comerciante,1
comerciante independiente,iztapalapa,9800,valle de luces,comida,2
estudiante y comerciante (aplicacion de u�as),gustavo a. madero,7970,san juan de aragon iii seccion,aplicacion de u�as,1
guionista,gustavo a. madero,7540,la esmeralda,bienes raices- escritores- guiones (2),1
pastelera,cuauhtemoc,6020,centro (rea 3),pastelería y panadería,2
tecnologias de la informacion,xochimilco,16000,san juan,comerciante,1
comerciante,cuauhtemoc,6870,paulino navarro,comerciante,1
ejecutivo comercial,tlahuac,13270,del mar,consultoria general,3
reparador de calzado,gustavo a. madero,7950,san juan de aragon,reparacion de calzado,2
carpintero,gustavo a. madero,7580,ampliacion casas alemn,comerciante,1
due�o de estetica,iztapalapa,9830,el molino,comerciante,1
carpintero,xochimilco,16035,rinconada coapa,carpiteria,1
comerciante,coyoacan,4460,avante,hamburguesas refrescos sincronizadas,1
comerciante,cuauhtemoc,6200,morelos,"accesorios para celular, videojuegos, carros de juguete, usb.",2
comerciante,gustavo a. madero,7410,villa hermosa,taqueria,2
comerciante,gustavo a. madero,7950,san juan de aragon,carnitas barajas,2
comerciante,iztapalapa,9700,santa cruz meyehualco,dulceria,1
comerciante,gustavo a. madero,7420,nueva atzacoalco,comerciante,1
emprendedora,iztapalapa,9230,jos maria morelos y pavon,comerciante,1
comerciante,iztapalapa,9696,miravalles,ropa,1
comerciante,tlahuac,13420,selene,comerciante,1
emprendedora,iztapalapa,9960,la planta,belleza,1
taxista,benito juarez,3020,narvarte poniente,comerciante,1
vendedora,iztapalapa,9140,santa martha acatitla norte,venta de ropa,0
comerciante,tlahuac,13020,san jos,comerciante,1
comerciante,cuauhtemoc,6270,maza,comerciante,1
fisioterapeuta,tlalpan,14429,santisima trinidad,fisioterapia,2
empleada,iztapalapa,9790,san lorenzo tezonco,alitas y postres,3
comerciante,iztapalapa,9290,santa cruz meyehualco,aluminios y vidrios,2
tecnico en electronica,venustiano carranza,15750,ampliacion aviacion civil,comerciante,1
comerciante,iztapalapa,9700,santa cruz meyehualco,alimentos,2
estilista,cuauhtemoc,6010,centro (rea 2),estetica,1
cocinero,gustavo a. madero,7950,san juan de aragon,cocina economica,5
comerciante,alvaro obregon,1420,santa maria nonoalco,fabrica de ropa,2
estilista,cuauhtemoc,6400,santa maria la ribera,comerciante,1
comerciante,iztapalapa,9800,valle de luces,comerciante,1
herrero,alvaro obregon,1290,presidentes,cortinas de lona,2
vendedora de cosméticos,tlahuac,13100,la guadalupe,venta de cosmeticos,1
fabricante de calzado,tlalpan,14630,villa tlalpan,fabricacion  de calzado,4
comerciante,azcapotzalco,2600,pro-hogar,venta de ropa,3
comerciante,tlalpan,14200,jardines del ajusco,"vta de chicharron, quesadillas .",1
fotografo,alvaro obregon,1830,santa rosa xochiac,laboratorio y estudio de fotografia,1
encargada de establecimiento,gustavo a. madero,7200,cuautepec de madero,comerciante,1
abogado,tlalpan,14330,rinconada coapa 1a seccion,comida,4
comerciante independiente,iztapalapa,9637,campestre potrero,comerciante,1
contratista,coyoacan,4250,paseos de taxque�a,comerciante,1
vendedor de mangueras,cuauhtemoc,6100,hipodromo,comerciante,1
instructora y vendedora de vitaminas,miguel hidalgo,11560,polanco v seccion,comerciante,1
instructora y vendedora de vitaminas,tlalpan,14640,ejidos de san pedro mrtir,comerciante,1
carpintero,azcapotzalco,2020,santo toms,servicios y venta de muebles,0
empleada,miguel hidalgo,11320,anhuac ii seccion,comerciante,1
comerciante,iztacalco,8770,los picos de iztacalco seccion 1a,venta de baberos y ropa (ambulante),1
microempresario,iztapalapa,9830,el molino,lavanderia,1
comerciante,cuauhtemoc,6860,vista alegre,comida,4
comerciante,iztapalapa,9860,el rodeo,comerciante,1
comerciante,gustavo a. madero,7189,ahuehuetes,comerciante,1
herrero,azcapotzalco,2400,san juan tlihuaca,herreria,2
concecionaria taxi,iztacalco,8030,gabriel ramos milln seccion cuchilla,taxi,1
vendo tacos y hamburgueas,gustavo a. madero,7250,benito jurez,comerciante,1
tecnico de reparacion equipos de audio,gustavo a. madero,7550,providencia,servicio y reparacion de equipos de audio,1
maestro,tlahuac,13300,santiago norte,comerciante,1
comerciante,miguel hidalgo,11290,san diego ocoyoacac,"tlapaleria, accesorios para plomeria y servicio",1
comerciante,tlalpan,14350,prado coapa 1a seccion,calzado,2
comerciante,tlalpan,14640,ejidos de san pedro mrtir,comerciante,1
comerciante,cuajimalpa de morelos,5010,zentlapatl,acesorios de automoviles,1
empleado,gustavo a. madero,7969,san juan de aragon ii seccion,comida,3
artesana,azcapotzalco,2200,reynosa tamaulipas,comerciante,1
emprendedor,iztapalapa,9240,progresista,comerciante,1
desempleada,alvaro obregon,1550,rinconada las cuevitas,publicidad y dise�o,1
emprendedor,iztapalapa,9840,los reyes culhuacn,fabricacion de guante,10
estilista canino,cuauhtemoc,6200,morelos,peluqueria de perros,1
comerciante,gustavo a. madero,7800,industrial,"regalos, ropa ,papeleria",1
comerciante feria intinerante,coyoacan,4300,ajusco,tiro de globos,1
comerciante,alvaro obregon,1860,lomas de la era,gorros sombreros huaraches dama y varios,0
mecanico automotriz,miguel hidalgo,11430,ventura prez de alva,mecanico,1
estilista,alvaro obregon,1480,lomas de plateros,salon de belleza,2
fotografo,gustavo a. madero,7880,mrtires de rio blanco,fotografia,1
maquilador,tlahuac,13200,miguel hidalgo,comerciante,1
comercio,cuauhtemoc,6400,santa maria la ribera,comerciante,1
