CP,Estado,Municipio,Tipo de Asentamiento,Asentamiento,Clave de Oficina
14108,Ciudad de México,Tlalpan,Colonia,Chichicaspatl,14201
14110,Ciudad de México,Tlalpan,Colonia,Ampliación Fuentes del Pedregal,14201
14120,Ciudad de México,Tlalpan,Colonia,Rincón del Pedregal,14201
14140,Ciudad de México,Tlalpan,Colonia,Fuentes del Pedregal,14201
14150,Ciudad de México,Tlalpan,Colonia,Lomas del Pedregal Framboyanes,14201
14160,Ciudad de México,Tlalpan,Colonia,Popular Santa Teresa,14201
14200,Ciudad de México,Tlalpan,Colonia,Héroes de Padierna,14201
14200,Ciudad de México,Tlalpan,Colonia,Jardines del Ajusco,14201
14208,Ciudad de México,Tlalpan,Colonia,Colinas del Ajusco,14201
14209,Ciudad de México,Tlalpan,Colonia,Torres de Padierna,14201
14210,Ciudad de México,Tlalpan,Colonia,Jardines en la Montaña,14201
14219,Ciudad de México,Tlalpan,Equipamiento,Six Flags (Reino Aventura),14201
14219,Ciudad de México,Tlalpan,Equipamiento,Parque Nacional Bosque del Pedregal,14201
14220,Ciudad de México,Tlalpan,Colonia,Cuchilla de Padierna,14201
14220,Ciudad de México,Tlalpan,Colonia,Lomas del Pedregal,14201
14230,Ciudad de México,Tlalpan,Colonia,Cultura Maya,14201
14239,Ciudad de México,Tlalpan,Colonia,Los Encinos,14201
14240,Ciudad de México,Tlalpan,Colonia,Lomas de Padierna,14201
14240,Ciudad de México,Tlalpan,Colonia,Lomas Hidalgo,14201
14248,Ciudad de México,Tlalpan,Colonia,Cruz del Farol,14201
14250,Ciudad de México,Tlalpan,Colonia,Miguel Hidalgo 2A Sección,14201
14250,Ciudad de México,Tlalpan,Colonia,Miguel Hidalgo 3A Sección,14201
14250,Ciudad de México,Tlalpan,Colonia,Miguel Hidalgo 4A Sección,14201
14250,Ciudad de México,Tlalpan,Colonia,Miguel Hidalgo,14201
14260,Ciudad de México,Tlalpan,Barrio,El Capulín,14201
14260,Ciudad de México,Tlalpan,Colonia,Miguel Hidalgo 1A Sección,14201
3100,Ciudad de México,Benito Juárez,Colonia,Insurgentes San Borja,3001
3103,Ciudad de México,Benito Juárez,Colonia,Del Valle Norte,3001
3104,Ciudad de México,Benito Juárez,Colonia,Del Valle Sur,3001
3200,Ciudad de México,Benito Juárez,Colonia,Tlacoquemécatl,3001
3230,Ciudad de México,Benito Juárez,Colonia,Actipan,3001
3240,Ciudad de México,Benito Juárez,Colonia,Acacias,3001
3300,Ciudad de México,Benito Juárez,Colonia,Portales Sur,3501
3303,Ciudad de México,Benito Juárez,Colonia,Portales Norte,3501
3310,Ciudad de México,Benito Juárez,Colonia,Santa Cruz Atoyac,3501
3320,Ciudad de México,Benito Juárez,Colonia,Residencial Emperadores,3501
3330,Ciudad de México,Benito Juárez,Colonia,Xoco,3501
3340,Ciudad de México,Benito Juárez,Colonia,General Pedro María Anaya,3501
3400,Ciudad de México,Benito Juárez,Colonia,Álamos,3501
3410,Ciudad de México,Benito Juárez,Colonia,Postal,3501
3420,Ciudad de México,Benito Juárez,Colonia,Miguel Alemán,3501
3430,Ciudad de México,Benito Juárez,Colonia,Josefa Ortiz de Domínguez,3501
3440,Ciudad de México,Benito Juárez,Colonia,Niños Héroes,3501
3500,Ciudad de México,Benito Juárez,Colonia,Nativitas,3501
3510,Ciudad de México,Benito Juárez,Colonia,Moderna,3501
3520,Ciudad de México,Benito Juárez,Colonia,Iztaccihuatl,3501
3530,Ciudad de México,Benito Juárez,Colonia,Villa de Cortes,3501
3540,Ciudad de México,Benito Juárez,Colonia,Del Carmen,3501
3550,Ciudad de México,Benito Juárez,Colonia,Zacahuitzco,3501
3560,Ciudad de México,Benito Juárez,Colonia,Albert,3501
3570,Ciudad de México,Benito Juárez,Colonia,Portales Oriente,3501
3580,Ciudad de México,Benito Juárez,Colonia,Miravalle,3501
3590,Ciudad de México,Benito Juárez,Colonia,Ermita,3501
3600,Ciudad de México,Benito Juárez,Colonia,Vértiz Narvarte,3501
3610,Ciudad de México,Benito Juárez,Colonia,Américas Unidas,3501
3620,Ciudad de México,Benito Juárez,Colonia,Periodista,3501
3630,Ciudad de México,Benito Juárez,Colonia,Independencia,3501
3640,Ciudad de México,Benito Juárez,Colonia,Del Lago,3501
3650,Ciudad de México,Benito Juárez,Colonia,Letrán Valle,3501
3660,Ciudad de México,Benito Juárez,Colonia,San Simón Ticumac,3501
3700,Ciudad de México,Benito Juárez,Colonia,Santa María Nonoalco,3901
3710,Ciudad de México,Benito Juárez,Colonia,Ciudad de los Deportes,3901
3720,Ciudad de México,Benito Juárez,Colonia,Nochebuena,3901
3730,Ciudad de México,Benito Juárez,Colonia,San Juan,3901
3740,Ciudad de México,Benito Juárez,Colonia,Extremadura Insurgentes,3901
3800,Ciudad de México,Benito Juárez,Colonia,San Pedro de los Pinos,3901
3810,Ciudad de México,Benito Juárez,Colonia,Nápoles,3901
3820,Ciudad de México,Benito Juárez,Colonia,8 de Agosto,3901
3840,Ciudad de México,Benito Juárez,Colonia,Ampliación Nápoles,3901
3900,Ciudad de México,Benito Juárez,Colonia,San José Insurgentes,3901
3910,Ciudad de México,Benito Juárez,Colonia,Mixcoac,3901
3920,Ciudad de México,Benito Juárez,Colonia,Insurgentes Mixcoac,3901
3930,Ciudad de México,Benito Juárez,Colonia,Merced Gómez,3901
3940,Ciudad de México,Benito Juárez,Colonia,Crédito Constructor,3901
4000,Ciudad de México,Coyoacán,Colonia,Villa Coyoacán,4331
4010,Ciudad de México,Coyoacán,Barrio,Santa Catarina,4331
9359,Ciudad de México,Iztapalapa,Colonia,Eva Sámano de López Mateos,9201
9360,Ciudad de México,Iztapalapa,Barrio,San Miguel,9201
9360,Ciudad de México,Iztapalapa,Colonia,Ampliación San Miguel,9201
9400,Ciudad de México,Iztapalapa,Pueblo,San Juanico Nextipac,9081
9400,Ciudad de México,Iztapalapa,Colonia,El Sifón,9081
9410,Ciudad de México,Iztapalapa,Pueblo,Aculco,9081
9410,Ciudad de México,Iztapalapa,Colonia,Jardines de Churubusco,9081
9410,Ciudad de México,Iztapalapa,Pueblo,Magdalena Atlazolpa,9081
9410,Ciudad de México,Iztapalapa,Colonia,San José Aculco,9081
9420,Ciudad de México,Iztapalapa,Colonia,Los Picos VI-B,9081
9420,Ciudad de México,Iztapalapa,Colonia,Nueva Rosita,9081
9429,Ciudad de México,Iztapalapa,Colonia,Purísima Atlazolpa,9081
9430,Ciudad de México,Iztapalapa,Colonia,Apatlaco,9081
9430,Ciudad de México,Iztapalapa,Colonia,El Triunfo,9081
9438,Ciudad de México,Iztapalapa,Colonia,Ampliación El Triunfo,9081
9440,Ciudad de México,Iztapalapa,Colonia,El Retoño,9081
9440,Ciudad de México,Iztapalapa,Colonia,San Andrés Tetepilco,9081
9440,Ciudad de México,Iztapalapa,Colonia,Zacahuitzco,9081
9450,Ciudad de México,Iztapalapa,Colonia,Banjidal,9081
9460,Ciudad de México,Iztapalapa,Colonia,Justo Sierra,9081
9470,Ciudad de México,Iztapalapa,Colonia,Sinatel,9081
9479,Ciudad de México,Iztapalapa,Colonia,Ampliación Sinatel,9081
9480,Ciudad de México,Iztapalapa,Colonia,El Prado,9081
9500,Ciudad de México,Iztapalapa,Pueblo,Santa María Aztahuacán,9511
9500,Ciudad de México,Iztapalapa,Colonia,Santa María Aztahuacán Ampliación,9511
9510,Ciudad de México,Iztapalapa,Pueblo,Santa Martha Acatitla,9511
9520,Ciudad de México,Iztapalapa,Colonia,El Edén,9511
9520,Ciudad de México,Iztapalapa,Pueblo,San Sebastián Tecoloxtitla,9511
9530,Ciudad de México,Iztapalapa,Colonia,Santa Martha Acatitla Sur,9511
9550,Ciudad de México,Iztapalapa,Colonia,Monte Alban,9511
9560,Ciudad de México,Iztapalapa,Colonia,Paraje Zacatepec,9511
9570,Ciudad de México,Iztapalapa,Colonia,Santa María Aztahuacán,9511
9578,Ciudad de México,Iztapalapa,Colonia,Ejército de Agua Prieta,9511
9600,Ciudad de México,Iztapalapa,Pueblo,Santiago Acahualtepec,9511
9608,Ciudad de México,Iztapalapa,Colonia,Santiago Acahualtepec 1ra. Ampliación,9511
9609,Ciudad de México,Iztapalapa,Colonia,Santiago Acahualtepec 2a. Ampliación,9511
9620,Ciudad de México,Iztapalapa,Colonia,Lomas de Zaragoza,9511
9630,Ciudad de México,Iztapalapa,Colonia,San Miguel Teotongo Sección Corrales,9511
9630,Ciudad de México,Iztapalapa,Colonia,San Miguel Teotongo Sección Acorralado,9511
9630,Ciudad de México,Iztapalapa,Colonia,San Miguel Teotongo Sección Avisadero,9511
9630,Ciudad de México,Iztapalapa,Colonia,San Miguel Teotongo Sección Capilla,9511
9630,Ciudad de México,Iztapalapa,Colonia,San Miguel Teotongo Sección Guadalupe,9511
9630,Ciudad de México,Iztapalapa,Colonia,San Miguel Teotongo Sección Iztlahuaca,9511
9630,Ciudad de México,Iztapalapa,Colonia,San Miguel Teotongo Sección Jardines,9511
9630,Ciudad de México,Iztapalapa,Colonia,San Miguel Teotongo Sección La Cruz,9511
9630,Ciudad de México,Iztapalapa,Colonia,San Miguel Teotongo Sección Loma Alta,9511
9630,Ciudad de México,Iztapalapa,Colonia,San Miguel Teotongo Sección Mercedes,9511
9630,Ciudad de México,Iztapalapa,Colonia,San Miguel Teotongo Sección Palmitas,9511
9630,Ciudad de México,Iztapalapa,Colonia,San Miguel Teotongo Sección Puente,9511
9630,Ciudad de México,Iztapalapa,Colonia,San Miguel Teotongo Sección Ranchito,9511
9630,Ciudad de México,Iztapalapa,Colonia,San Miguel Teotongo Sección Rancho Bajo,9511
9630,Ciudad de México,Iztapalapa,Colonia,San Miguel Teotongo Sección Torres,9511
9637,Ciudad de México,Iztapalapa,Colonia,Campestre Potrero,9511
9638,Ciudad de México,Iztapalapa,Colonia,Ampliación Emiliano Zapata,9511
9640,Ciudad de México,Iztapalapa,Colonia,Lomas de la Estancia,9511
4020,Ciudad de México,Coyoacán,Barrio,La Concepción,4331
4030,Ciudad de México,Coyoacán,Barrio,San Lucas,4331
4040,Ciudad de México,Coyoacán,Colonia,Parque San Andrés,4331
4100,Ciudad de México,Coyoacán,Colonia,Del Carmen,4331
4120,Ciudad de México,Coyoacán,Colonia,San Diego Churubusco,4331
4120,Ciudad de México,Coyoacán,Colonia,San Mateo,4331
4200,Ciudad de México,Coyoacán,Colonia,Campestre Churubusco,4831
4210,Ciudad de México,Coyoacán,Colonia,Churubusco Country Club,4831
4230,Ciudad de México,Coyoacán,Colonia,Prado Churubusco,4831
4240,Ciudad de México,Coyoacán,Colonia,Hermosillo,4831
4250,Ciudad de México,Coyoacán,Colonia,Paseos de Taxqueña,4831
4260,Ciudad de México,Coyoacán,Barrio,San Francisco Culhuacán Barrio de San Francisco,4831
4260,Ciudad de México,Coyoacán,Barrio,San Francisco Culhuacán Barrio de La Magdalena,4831
4260,Ciudad de México,Coyoacán,Barrio,San Francisco Culhuacán Barrio de Santa Ana,4831
4260,Ciudad de México,Coyoacán,Barrio,San Francisco Culhuacán Barrio de San Juan,4831
4300,Ciudad de México,Coyoacán,Colonia,Ajusco,4331
4310,Ciudad de México,Coyoacán,Colonia,Romero de Terreros,4331
4318,Ciudad de México,Coyoacán,Barrio,Oxtopulco Universidad,4331
4320,Ciudad de México,Coyoacán,Colonia,Cuadrante de San Francisco,4331
4320,Ciudad de México,Coyoacán,Colonia,Pedregal de San Francisco,4331
4330,Ciudad de México,Coyoacán,Colonia,El Rosedal,4331
4330,Ciudad de México,Coyoacán,Pueblo,Los Reyes,4331
4330,Ciudad de México,Coyoacán,Barrio,Del Niño Jesús,4331
4340,Ciudad de México,Coyoacán,Colonia,Copilco El Bajo,4331
4360,Ciudad de México,Coyoacán,Colonia,Copilco El Alto,4331
4360,Ciudad de México,Coyoacán,Colonia,Copilco Universidad,4331
4369,Ciudad de México,Coyoacán,Colonia,Pedregal de Santo Domingo,4331
4370,Ciudad de México,Coyoacán,Colonia,Atlántida,4331
4370,Ciudad de México,Coyoacán,Colonia,Ciudad Jardín,4331
4380,Ciudad de México,Coyoacán,Colonia,El Rosario,4331
4380,Ciudad de México,Coyoacán,Pueblo,La Candelaria,4331
4390,Ciudad de México,Coyoacán,Colonia,Huayamilpas,4331
4390,Ciudad de México,Coyoacán,Colonia,Nueva Díaz Ordaz,4331
4400,Ciudad de México,Coyoacán,Colonia,Educación,4831
4410,Ciudad de México,Coyoacán,Colonia,Petrolera Taxqueña,4831
4420,Ciudad de México,Coyoacán,Colonia,Ex-Ejido de San Francisco Culhuacán,4831
4440,Ciudad de México,Coyoacán,Colonia,Culhuacán CTM Sección V,4831
4440,Ciudad de México,Coyoacán,Colonia,Culhuacán CTM Sección II,4831
4440,Ciudad de México,Coyoacán,Colonia,Culhuacán CTM Sección I,4831
4450,Ciudad de México,Coyoacán,Colonia,El Centinela,4831
4460,Ciudad de México,Coyoacán,Colonia,Avante,4831
4470,Ciudad de México,Coyoacán,Colonia,Presidentes Ejidales 1a Sección,4831
4470,Ciudad de México,Coyoacán,Colonia,Presidentes Ejidales 2a Sección,4831
4480,Ciudad de México,Coyoacán,Colonia,Culhuacán CTM Sección VI,4831
4480,Ciudad de México,Coyoacán,Colonia,Culhuacán CTM Sección III,4831
4480,Ciudad de México,Coyoacán,Colonia,Culhuacán CTM CROC,4831
4480,Ciudad de México,Coyoacán,Colonia,Culhuacán CTM Sección X-A,4831
4489,Ciudad de México,Coyoacán,Colonia,Culhuacán CTM Sección VII,4831
4490,Ciudad de México,Coyoacán,Colonia,Culhuacán CTM Sección Piloto,4831
4490,Ciudad de México,Coyoacán,Colonia,Culhuacán CTM Canal Nacional,4831
4500,Ciudad de México,Coyoacán,Colonia,Jardines del Pedregal de San Ángel,4331
4510,Ciudad de México,Coyoacán,Equipamiento,Universidad Nacional Autónoma de México,4331
4519,Ciudad de México,Coyoacán,Colonia,La Otra Banda,4331
4530,Ciudad de México,Coyoacán,Colonia,Insurgentes Cuicuilco,4331
4600,Ciudad de México,Coyoacán,Colonia,Pedregal de Santa Úrsula,4331
4610,Ciudad de México,Coyoacán,Colonia,Xotepingo,4331
1220,Ciudad de México,Álvaro Obregón,Colonia,La Estrella,1401
1230,Ciudad de México,Álvaro Obregón,Colonia,Campo de Tiro los Gamitos,1401
1230,Ciudad de México,Álvaro Obregón,Colonia,Los Gamitos,1401
1230,Ciudad de México,Álvaro Obregón,Colonia,Tlapechico,1401
1230,Ciudad de México,Álvaro Obregón,Colonia,El Piru Santa Fe,1401
1230,Ciudad de México,Álvaro Obregón,Colonia,El Piru 2a Ampliación,1401
1239,Ciudad de México,Álvaro Obregón,Colonia,La Huerta,1401
1240,Ciudad de México,Álvaro Obregón,Colonia,Pueblo Nuevo,1401
1250,Ciudad de México,Álvaro Obregón,Colonia,El Árbol,1401
1250,Ciudad de México,Álvaro Obregón,Colonia,Ladera,1401
1250,Ciudad de México,Álvaro Obregón,Colonia,Lomas de Nuevo México,1401
1250,Ciudad de México,Álvaro Obregón,Colonia,Margarita Maza de Juárez,1401
1250,Ciudad de México,Álvaro Obregón,Colonia,Tecolalco,1401
1259,Ciudad de México,Álvaro Obregón,Colonia,Ampliación La Cebada,1401
1259,Ciudad de México,Álvaro Obregón,Colonia,La Mexicana 2a Ampliación,1401
1260,Ciudad de México,Álvaro Obregón,Colonia,Calzada Jalalpa,1401
1260,Ciudad de México,Álvaro Obregón,Colonia,La Mexicana,1401
1260,Ciudad de México,Álvaro Obregón,Colonia,Ampliación La Mexicana,1401
1260,Ciudad de México,Álvaro Obregón,Colonia,La Palmita,1401
1260,Ciudad de México,Álvaro Obregón,Colonia,Liberación Proletaria,1401
1269,Ciudad de México,Álvaro Obregón,Colonia,1a Sección Cañada,1401
1269,Ciudad de México,Álvaro Obregón,Colonia,2a Sección Cañada,1401
1270,Ciudad de México,Álvaro Obregón,Colonia,El Tejocote,1401
1270,Ciudad de México,Álvaro Obregón,Colonia,La Presa,1401
1270,Ciudad de México,Álvaro Obregón,Colonia,Golondrinas,1401
1270,Ciudad de México,Álvaro Obregón,Colonia,Golondrinas 1a Sección,1401
1270,Ciudad de México,Álvaro Obregón,Colonia,Golondrinas 2a Sección,1401
1270,Ciudad de México,Álvaro Obregón,Colonia,Lomas de Capula,1401
1275,Ciudad de México,Álvaro Obregón,Colonia,Villa Solidaridad,1401
1276,Ciudad de México,Álvaro Obregón,Colonia,El Pirul,1401
1278,Ciudad de México,Álvaro Obregón,Colonia,Desarrollo Urbano,1401
1279,Ciudad de México,Álvaro Obregón,Colonia,Lomas de Becerra,1401
1280,Ciudad de México,Álvaro Obregón,Colonia,Arvide,1401
1280,Ciudad de México,Álvaro Obregón,Colonia,El Pocito,1401
1280,Ciudad de México,Álvaro Obregón,Colonia,Francisco Villa,1401
1280,Ciudad de México,Álvaro Obregón,Colonia,La Joya,1401
1285,Ciudad de México,Álvaro Obregón,Colonia,El Rodeo,1401
1289,Ciudad de México,Álvaro Obregón,Colonia,Reacomodo El Cuernito,1401
1290,Ciudad de México,Álvaro Obregón,Colonia,Piloto Adolfo López Mateos,1401
1290,Ciudad de México,Álvaro Obregón,Colonia,Presidentes,1401
1296,Ciudad de México,Álvaro Obregón,Colonia,Jalalpa Tepito 2a Ampliación,1401
1296,Ciudad de México,Álvaro Obregón,Colonia,Ampliación Jalalpa,1401
1296,Ciudad de México,Álvaro Obregón,Colonia,Jalalpa Tepito,1401
1298,Ciudad de México,Álvaro Obregón,Colonia,Ampliación Piloto Adolfo López Mateos,1401
1299,Ciudad de México,Álvaro Obregón,Colonia,1a Ampliación Presidentes,1401
1299,Ciudad de México,Álvaro Obregón,Colonia,2a Ampliación Presidentes,1401
1310,Ciudad de México,Álvaro Obregón,Colonia,San Gabriel,1401
1320,Ciudad de México,Álvaro Obregón,Colonia,Carlos A. Madrazo,1401
1330,Ciudad de México,Álvaro Obregón,Colonia,Paseo de las Lomas,1401
1340,Ciudad de México,Álvaro Obregón,Colonia,Bejero del Pueblo Santa Fe,1401
1376,Ciudad de México,Álvaro Obregón,Colonia,Santa Fe,1401
1376,Ciudad de México,Álvaro Obregón,Colonia,Santa Fe Peña Blanca,1401
1376,Ciudad de México,Álvaro Obregón,Colonia,Santa Fe La Loma,1401
1376,Ciudad de México,Álvaro Obregón,Colonia,Santa Fe Centro Ciudad,1401
1377,Ciudad de México,Álvaro Obregón,Colonia,Jalalpa El Grande,1401
9640,Ciudad de México,Iztapalapa,Colonia,Xalpa,9511
9648,Ciudad de México,Iztapalapa,Colonia,San Pablo,9511
9660,Ciudad de México,Iztapalapa,Colonia,Citlalli,9511
9670,Ciudad de México,Iztapalapa,Colonia,Palmitas,9511
9680,Ciudad de México,Iztapalapa,Colonia,Tenorios,9511
9689,Ciudad de México,Iztapalapa,Colonia,Barranca de Guadalupe,9511
9690,Ciudad de México,Iztapalapa,Colonia,Iztlahuacán,9511
9696,Ciudad de México,Iztapalapa,Colonia,Miravalles,9511
9698,Ciudad de México,Iztapalapa,Colonia,Miguel de La Madrid Hurtado,9511
9700,Ciudad de México,Iztapalapa,Colonia,Buenavista,9291
9700,Ciudad de México,Iztapalapa,Colonia,Carlos Hank Gonzalez,9291
9700,Ciudad de México,Iztapalapa,Colonia,Desarrollo Urbano Quetzalcoatl,9291
9700,Ciudad de México,Iztapalapa,Pueblo,Santa Cruz Meyehualco,9291
9704,Ciudad de México,Iztapalapa,Colonia,Degollado,9291
9705,Ciudad de México,Iztapalapa,Colonia,Degollado - Mexicatlalli,9291
9706,Ciudad de México,Iztapalapa,Colonia,San José Buenavista,9291
9708,Ciudad de México,Iztapalapa,Colonia,Mixcoatl,9291
9709,Ciudad de México,Iztapalapa,Colonia,Lomas de Santa Cruz,9291
9710,Ciudad de México,Iztapalapa,Colonia,Los Ángeles Apanoaya,9291
9720,Ciudad de México,Iztapalapa,Colonia,Francisco Villa,9291
9720,Ciudad de México,Iztapalapa,Colonia,La Era,9291
9730,Ciudad de México,Iztapalapa,Colonia,Reforma Política,9291
9740,Ciudad de México,Iztapalapa,Colonia,Presidentes de México,9291
9750,Ciudad de México,Iztapalapa,Colonia,Insurgentes,9291
9750,Ciudad de México,Iztapalapa,Colonia,La Polvorilla,9291
9750,Ciudad de México,Iztapalapa,Colonia,Las Peñas,9291
9760,Ciudad de México,Iztapalapa,Colonia,Consejo Agrarista Mexicano,9291
9769,Ciudad de México,Iztapalapa,Colonia,El Triángulo,9291
9770,Ciudad de México,Iztapalapa,Colonia,Puente Blanco,9291
9780,Ciudad de México,Iztapalapa,Colonia,Año de Juárez,9291
9780,Ciudad de México,Iztapalapa,Colonia,Lomas de San Lorenzo,9291
9790,Ciudad de México,Iztapalapa,Pueblo,San Lorenzo Tezonco,9291
9800,Ciudad de México,Iztapalapa,Pueblo,Culhuacán,9821
9800,Ciudad de México,Iztapalapa,Colonia,El Mirador,9821
9800,Ciudad de México,Iztapalapa,Colonia,Estrella Culhuacán,9821
9800,Ciudad de México,Iztapalapa,Colonia,Fuego Nuevo,9821
9800,Ciudad de México,Iztapalapa,Colonia,San Antonio Culhuacán,9821
9800,Ciudad de México,Iztapalapa,Barrio,San Antonio Culhuacán,9821
9800,Ciudad de México,Iztapalapa,Barrio,San Simón Culhuacán,9821
9800,Ciudad de México,Iztapalapa,Barrio,Tula,9821
9800,Ciudad de México,Iztapalapa,Colonia,Valle de Luces,9821
9810,Ciudad de México,Iztapalapa,Colonia,Granjas Esmeralda,9821
9810,Ciudad de México,Iztapalapa,Colonia,Los Cipreses,9821
9810,Ciudad de México,Iztapalapa,Colonia,Minerva,9821
9810,Ciudad de México,Iztapalapa,Colonia,Progreso del Sur,9821
9819,Ciudad de México,Iztapalapa,Colonia,Valle del Sur,9821
9820,Ciudad de México,Iztapalapa,Colonia,El Santuario,9821
9820,Ciudad de México,Iztapalapa,Colonia,Estrella del Sur,9821
9820,Ciudad de México,Iztapalapa,Colonia,Ricardo Flores Magón,9821
9820,Ciudad de México,Iztapalapa,Colonia,Santa Isabel Industrial,9821
9828,Ciudad de México,Iztapalapa,Colonia,Ampliación Ricardo Flores Magón,9821
9829,Ciudad de México,Iztapalapa,Colonia,Ampliación El Santuario,9821
9830,Ciudad de México,Iztapalapa,Colonia,El Manto,9821
9830,Ciudad de México,Iztapalapa,Colonia,El Molino,9821
9830,Ciudad de México,Iztapalapa,Colonia,Lomas El Manto,9821
9830,Ciudad de México,Iztapalapa,Colonia,Los Ángeles,9821
14266,Ciudad de México,Tlalpan,Colonia,Zacayucan Peña Pobre,14201
14267,Ciudad de México,Tlalpan,Barrio,De Caramagüey,14201
14268,Ciudad de México,Tlalpan,Barrio,La Lonja,14201
14269,Ciudad de México,Tlalpan,Barrio,La Fama,14201
14270,Ciudad de México,Tlalpan,Colonia,Primavera,14201
14275,Ciudad de México,Tlalpan,Colonia,Paraje 38,14201
14300,Ciudad de México,Tlalpan,Colonia,Nueva Oriental Coapa,14391
14300,Ciudad de México,Tlalpan,Colonia,Residencial Acoxpa,14391
14300,Ciudad de México,Tlalpan,Colonia,Residencial Miramontes,14391
14308,Ciudad de México,Tlalpan,Colonia,Ex Hacienda Coapa,14391
14310,Ciudad de México,Tlalpan,Colonia,Belisario Domínguez,14391
14310,Ciudad de México,Tlalpan,Colonia,Floresta Coyoacán,14391
14320,Ciudad de México,Tlalpan,Colonia,Vergel Coapa,14391
14325,Ciudad de México,Tlalpan,Colonia,Rinconada Coapa 2A Sección,14391
14326,Ciudad de México,Tlalpan,Colonia,Tenorios,14391
14330,Ciudad de México,Tlalpan,Colonia,Granjas Coapa,14391
14330,Ciudad de México,Tlalpan,Colonia,Rinconada Coapa 1A Sección,14391
14340,Ciudad de México,Tlalpan,Colonia,Vergel de Coyoacán,14391
14340,Ciudad de México,Tlalpan,Colonia,Vergel del Sur,14391
14350,Ciudad de México,Tlalpan,Colonia,Prado Coapa 1A Sección,14391
14357,Ciudad de México,Tlalpan,Colonia,Prado Coapa 2A Sección,14391
14357,Ciudad de México,Tlalpan,Colonia,Prado Coapa 3A Sección,14391
14360,Ciudad de México,Tlalpan,Colonia,Magisterial,14391
14360,Ciudad de México,Tlalpan,Colonia,Magisterial Coapa,14391
14370,Ciudad de México,Tlalpan,Colonia,Residencial Chimali,14391
14370,Ciudad de México,Tlalpan,Pueblo,San Lorenzo Huipulco,14391
14370,Ciudad de México,Tlalpan,Colonia,Villa Lázaro Cárdenas,14391
14376,Ciudad de México,Tlalpan,Colonia,Arboledas del Sur,14391
14377,Ciudad de México,Tlalpan,Colonia,Hacienda San Juan,14391
14380,Ciudad de México,Tlalpan,Colonia,A.M.S.A,14391
14380,Ciudad de México,Tlalpan,Colonia,San Bartolo El Chico,14391
14386,Ciudad de México,Tlalpan,Colonia,Rancho los Colorines,14391
14387,Ciudad de México,Tlalpan,Colonia,Ex Hacienda San Juan de Dios,14391
14388,Ciudad de México,Tlalpan,Colonia,Guadalupe,14391
14389,Ciudad de México,Tlalpan,Colonia,Arenal de Guadalupe,14391
14390,Ciudad de México,Tlalpan,Colonia,Rinconada Las Hadas,14391
14390,Ciudad de México,Tlalpan,Colonia,Narciso Mendoza,14391
14390,Ciudad de México,Tlalpan,Colonia,Residencial Villa Coapa,14391
14390,Ciudad de México,Tlalpan,Colonia,Villa Coapa,14391
14400,Ciudad de México,Tlalpan,Pueblo,San Andrés Totoltepec,14091
14406,Ciudad de México,Tlalpan,Colonia,Divisadero,14091
14408,Ciudad de México,Tlalpan,Colonia,Nuevo Renacimiento de Axalco,14091
14409,Ciudad de México,Tlalpan,Colonia,Tecorral,14091
14410,Ciudad de México,Tlalpan,Colonia,Fuentes Brotantes,14091
14420,Ciudad de México,Tlalpan,Colonia,Cumbres de Tepetongo,14091
14420,Ciudad de México,Tlalpan,Colonia,Mesa de los Hornos,14091
14420,Ciudad de México,Tlalpan,Pueblo,Santa Úrsula Xitla,14091
14426,Ciudad de México,Tlalpan,Colonia,Texcaltenco,14091
14426,Ciudad de México,Tlalpan,Colonia,Tlaxcaltenco la Mesa,14091
14427,Ciudad de México,Tlalpan,Colonia,San Juan Tepeximilpa,14091
14427,Ciudad de México,Tlalpan,Colonia,Tepeximilpa la Paz,14091
14429,Ciudad de México,Tlalpan,Colonia,Santísima Trinidad,14091
14430,Ciudad de México,Tlalpan,Barrio,El Truenito,14091
14430,Ciudad de México,Tlalpan,Colonia,Tlalcoligia,14091
14438,Ciudad de México,Tlalpan,Colonia,Pedregal de Santa Úrsula Xitla,14091
14439,Ciudad de México,Tlalpan,Colonia,Pedregal de las Águilas,14091
14440,Ciudad de México,Tlalpan,Colonia,Los Volcanes,14091
14449,Ciudad de México,Tlalpan,Colonia,El Mirador 1A Sección,14091
14449,Ciudad de México,Tlalpan,Colonia,El Mirador 2A Sección,14091
14449,Ciudad de México,Tlalpan,Colonia,El Mirador 3A Sección,14091
14460,Ciudad de México,Tlalpan,Colonia,Tlalpuente,14091
6700,Ciudad de México,Cuauhtémoc,Colonia,Roma Norte,6401
6720,Ciudad de México,Cuauhtémoc,Colonia,Doctores,6401
6760,Ciudad de México,Cuauhtémoc,Colonia,Roma Sur,6401
6780,Ciudad de México,Cuauhtémoc,Colonia,Buenos Aires,6401
6800,Ciudad de México,Cuauhtémoc,Colonia,Obrera,6401
6820,Ciudad de México,Cuauhtémoc,Colonia,Tránsito,6401
6840,Ciudad de México,Cuauhtémoc,Colonia,Esperanza,6401
6850,Ciudad de México,Cuauhtémoc,Colonia,Asturias,6401
6860,Ciudad de México,Cuauhtémoc,Colonia,Vista Alegre,6401
6870,Ciudad de México,Cuauhtémoc,Colonia,Paulino Navarro,6401
6880,Ciudad de México,Cuauhtémoc,Colonia,Algarin,6401
6890,Ciudad de México,Cuauhtémoc,Colonia,Ampliación Asturias,6401
